order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_length,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_zip_code_prefix,seller_city,seller_state,day_of_week_int,hour,month,year,date,delivery_time,simplified_category,month_year,review_comment_message_clean,review_comment_message_tokens,review_comment_message_clean_sentiment
a4680fb98fd4f2ef703c815a43e4811f,637b8737cdd1775414a9749edd44ee7b,delivered,2018-07-03 09:38:53,2018-07-05 16:40:16,2018-07-03 15:01:00,2018-07-09 12:28:44,2018-07-24 00:00:00,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-05 10:30:51,29.9,18.31,1,credit_card,2,48.21,135c604cdad861833624140eb403397b,5,Ótimo produto,"Era o que esperava, portanto gostei muito! Super indico! Chegou bem rápido. ",2018-07-10 00:00:00,2018-07-10 18:41:37,beleza_saude,55.0,388.0,1.0,250.0,16.0,5.0,15.0,f402054c82924c3b0529d70f344f7d99,29303,cachoeiro de itapemirim,ES,13405,piracicaba,SP,2,9,7,2018,2018-07,6.0,beleza_saude,2018-07,esperava portanto gostei super indico chegou bem rápido,"['esperava', 'portanto', 'gostei', 'super', 'indico', 'chegou', 'bem', 'rápido']",Positive
777fcaf946b6f903bc6549785d3b3c2d,9253f3129e589ba0f06b50c306a2d2c8,delivered,2018-06-07 22:05:22,2018-06-07 22:16:28,2018-06-08 12:05:00,2018-06-15 23:32:27,2018-07-03 00:00:00,1,15650c1f25dd6e567eb1188df1c1a411,4c18691b6037662be2df78a765d98ab5,2018-06-17 22:16:28,59.99,15.3,1,credit_card,5,75.29,0fcca2d516079b06d8123ed4af3a08d3,5,super recomendo,"eu comprei as bacias e achei que era as bacias grandes e vieram pequenas eu nao gostei
eu queria os jogos de bacias grandes ate a pequena acredito que e as la cusine
",2018-06-16 00:00:00,2018-06-19 23:20:33,utilidades_domesticas,36.0,622.0,2.0,600.0,25.0,10.0,11.0,4b163b67a4953c1234e7d932d6a8cad2,31741,belo horizonte,MG,3167,sao paulo,SP,4,22,6,2018,2018-06,8.0,utilidades_domesticas,2018-06,comprei bacias achei bacias grandes vieram pequenas nao gostei queria jogos bacias grandes ate pequena acredito la cusine,"['comprei', 'bacias', 'achei', 'bacias', 'grandes', 'vieram', 'pequenas', 'nao', 'gostei', 'queria', 'jogos', 'bacias', 'grandes', 'ate', 'pequena', 'acredito', 'la', 'cusine']",Neutral
f30d59d024a381d49e85a1ecfe0d79c0,a6b4b154bfba44dca48c9d18c99c2426,delivered,2018-08-11 13:23:55,2018-08-14 04:15:28,2018-08-20 11:46:00,2018-08-29 21:23:35,2018-09-10 00:00:00,1,2bd9b51a9ab079e095aca987845d3266,81f89e42267213cb94da7ddc301651da,2018-08-21 04:15:28,75.0,18.63,1,boleto,1,187.26,2b46c72db676fd4b3862aa1e85134386,1,Não é original ,"O produto é bom, porem é vendido como se fosse da Sony (original) mas na verdade não é original e sim uma réplica. ",2018-08-30 00:00:00,2018-09-02 16:04:19,consoles_games,55.0,450.0,1.0,300.0,25.0,15.0,25.0,d843c40bc99833fc73018f635420b8bb,88385,penha,SC,19063,presidente prudente,SP,6,13,8,2018,2018-08,18.0,other,2018-08,produto bom porem vendido sony original verdade original sim réplica,"['produto', 'bom', 'porem', 'vendido', 'sony', 'original', 'verdade', 'original', 'sim', 'réplica']",Positive
72e2c4bbd8ad5d2eec29b795d95afbe2,c600a87c893e7afd5ad653f2340e4e75,delivered,2018-04-16 15:12:57,2018-04-16 15:31:35,2018-05-09 10:28:00,2018-06-05 14:17:02,2018-06-18 00:00:00,1,ffd2365fb8224dc66883df9351d65deb,2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-05-22 15:31:24,948.0,58.77,1,credit_card,10,1006.77,877d5d6a0695e37f8950cef7cff1a8fe,4,Prazo muito longo,"A entrega foi realizada no prazo estimado, mas a compra foi realizada no dia 16/ 04 e a entrega no dia 06/06 quase 2 meses e não tinha opção do frete mais rápido. O site poderia rever essa política.",2018-06-06 00:00:00,2018-06-13 18:31:15,relogios_presentes,60.0,630.0,2.0,333.0,16.0,12.0,13.0,070447b7f798d0fff61e13a5a03522d3,53140,olinda,PE,28615,nova friburgo,RJ,1,15,4,2018,2018-04,49.0,relogios_presentes,2018-04,entrega realizada prazo estimado compra realizada dia 16 04 entrega dia 0606 quase 2 meses opção frete rápido site poderia rever política,"['entrega', 'realizada', 'prazo', 'estimado', 'compra', 'realizada', 'dia', '16', '04', 'entrega', 'dia', '0606', 'quase', '2', 'meses', 'opção', 'frete', 'rápido', 'site', 'poderia', 'rever', 'política']",Neutral
688e9b5d6542594aa59ed0fad8be557f,3999c492cf5ba2461d5da388dbb28aa1,delivered,2018-05-18 19:25:00,2018-05-18 19:37:49,2018-05-21 10:37:00,2018-06-05 16:12:05,2018-06-04 00:00:00,1,1b9f1774447f0b4aef58c96227324048,537eb890efff034a88679788b647c564,2018-05-22 19:37:49,17.9,15.23,1,voucher,1,33.13,82628b5acdbf44f069d2f60f6410df10,1,Não recebi,O prazo de entrega já expirou e a loja não fala nada .,2018-06-06 00:00:00,2018-06-08 01:20:56,moveis_decoracao,49.0,633.0,2.0,50.0,16.0,3.0,11.0,da3e5886dc70e782ad104259cd8417fc,8470,sao paulo,SP,20270,rio de janeiro,RJ,5,19,5,2018,2018-05,17.0,moveis_decoracao,2018-05,prazo entrega expirou loja fala nada,"['prazo', 'entrega', 'expirou', 'loja', 'fala', 'nada']",Neutral
ec79ae97ce242a5f1ba6c9aa1dc902d9,632d3fa26ee53b9c088a3750f0a6c775,delivered,2018-06-04 22:12:02,2018-06-05 14:31:37,2018-06-06 12:54:00,2018-06-15 22:24:56,2018-07-03 00:00:00,1,ef4f89f8ee26b84496a7f8e7dc76029d,b566ab0ef88016e00422755e305103c6,2018-06-13 12:15:54,190.0,49.91,1,boleto,1,239.91,b60a9a10bcd1e57d892b948ee76a2dbc,2,Caixa rasgada,"A caixa veio semi aberta 
Rasgada 
Em mau estado de transporte ",2018-06-16 00:00:00,2018-06-17 15:45:28,casa_construcao,36.0,971.0,2.0,9150.0,50.0,105.0,15.0,e9999972797e433766f3bca71104b263,6020,osasco,SP,37640,extrema,MG,1,22,6,2018,2018-06,11.0,other,2018-06,caixa veio semi aberta rasgada mau estado transporte,"['caixa', 'veio', 'semi', 'aberta', 'rasgada', 'mau', 'estado', 'transporte']",Neutral
ec5a489ff2d239e7ef65ab8a3057caf2,387e35b89e342c71daa48da93e6055bc,delivered,2018-04-27 19:03:42,2018-04-27 19:15:19,2018-05-02 14:53:00,2018-05-07 20:12:47,2018-05-23 00:00:00,1,fcf28afb1353f2f12ea041dd74954226,ea8482cd71df3c1969d7b9473ff13abc,2018-05-04 19:15:19,27.99,18.23,1,credit_card,4,46.22,5d45413c98c4b0b52ba0e6adfdc85464,4,Super recomendo,Exatamente como anunciado.,2018-05-08 00:00:00,2018-05-10 16:15:12,telefonia,59.0,818.0,5.0,300.0,17.0,4.0,12.0,d8c8000dd442ae841b6eb364d291c6b3,84200,jaguariaiva,PR,4160,sao paulo,SP,5,19,4,2018,2018-04,10.0,telefonia,2018-04,exatamente anunciado,"['exatamente', 'anunciado']",Neutral
d222cfedabc67eec700bfa61cd72216a,77c43b96370f1fc12c32a73629f20820,delivered,2018-06-13 09:50:49,2018-06-13 10:49:15,2018-06-15 12:29:00,2018-07-10 15:28:46,2018-07-24 00:00:00,1,3b99375795409600e7924e00452855c0,28c7d8743fbc8679f484868cc0fcaefb,2018-06-19 10:32:44,68.0,37.39,1,debit_card,1,105.39,0a1a3df448d70684caf54aa13301ba5c,5,Ótimo ,"Entrega antes do prazo, parabéns ...",2018-07-11 00:00:00,2018-07-14 16:47:28,beleza_saude,32.0,3329.0,1.0,400.0,20.0,11.0,12.0,1583c58463188e24b34ad957e510d7f0,62360,ibiapina,CE,18480,itaporanga,SP,3,9,6,2018,2018-06,27.0,beleza_saude,2018-06,entrega antes prazo parabéns,"['entrega', 'antes', 'prazo', 'parabéns']",Neutral
f97a4a857b9a91dd1e7989becaed02ea,8aba041e11a46d24fa2c97001444b8c9,delivered,2018-08-07 17:27:03,2018-08-08 03:10:21,2018-08-08 15:33:00,2018-08-14 21:28:41,2018-08-16 00:00:00,1,4c82c8d31845d751d797debc3d03697f,ce27a3cc3c8cc1ea79d11e561e9bebb6,2018-08-10 03:10:21,12.99,12.79,1,boleto,1,25.78,824aef8fd64a074a7aa8221bec79d71c,1,Pessima entrega,Produto com caixa violada e amassada. O frete mais caro que o produto. Precisa melhorar bastante. Pior que nao foi a primeira vez.😠,2018-08-15 00:00:00,2018-08-16 15:28:02,informatica_acessorios,51.0,872.0,6.0,145.0,16.0,9.0,13.0,f6125126569b04bd17e84c0c6207ef76,18603,botucatu,SP,3006,sao paulo,SP,2,17,8,2018,2018-08,7.0,informatica_acessorios,2018-08,produto caixa violada amassada frete caro produto precisa melhorar bastante pior nao primeira vez😠,"['produto', 'caixa', 'violada', 'amassada', 'frete', 'caro', 'produto', 'precisa', 'melhorar', 'bastante', 'pior', 'nao', 'primeira', 'vez😠']",Neutral
9a782f23eb6da2242a6a594ddaf8bbd9,78e98673c2c07e2fcec182b32d12a0c5,shipped,2018-07-16 14:15:43,2018-07-16 14:25:17,2018-07-17 13:01:00,,2018-08-06 00:00:00,1,42ec84ace63b58b8c5a7ba7be01d5fb8,2a84855fd20af891be03bc5924d2b453,2018-07-18 14:25:17,99.9,32.72,1,credit_card,4,132.62,7c0f3511946823176aa39b62b095a1ef,1,Não chegou no prazo,"Fiz a solicitação de cancelamento na mesma hora que comprei, e mesmo assim ainda não fui reembolsada.",2018-08-08 00:00:00,2018-08-10 22:31:36,cool_stuff,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0,71947a56d3bc72fdbd86d24dbe55eb1e,57040,maceio,AL,30111,belo horizonte,MG,1,14,7,2018,2018-07,,cool_stuff,2018-07,fiz solicitação cancelamento mesma hora comprei assim ainda reembolsada,"['fiz', 'solicitação', 'cancelamento', 'mesma', 'hora', 'comprei', 'assim', 'ainda', 'reembolsada']",Neutral
